regiao;ano;semanaEpi;casosNovos;obitosNovos;casosAcumulado;obitosAcumulado;populacao;data_inicio
Norte;2025;8;5614;3;905813.0;19330;8602865.0;2025-02-10
Norte;2025;9;1474;6;906108.0;19331;8602865.0;2025-02-17
Norte;2025;10;1180;6;906263.0;19333;8602865.0;2025-02-24
Norte;2025;11;974;24;906610.0;19334;8602865.0;2025-03-03
Norte;2025;12;912;12;906816.0;19339;8602865.0;2025-03-10
Norte;2025;13;263;5;906899.0;19340;8602865.0;2025-03-17
Norte;2025;14;172;1;906946.0;19340;8602865.0;2025-03-24
Norte;2025;15;92;-16;906946.0;19340;8602865.0;2025-03-31
Norte;2025;16;33;2;906946.0;19340;8602865.0;2025-04-07
Norte;2025;17;233;2;907060.0;19340;8602865.0;2025-04-14
Norte;2025;18;50;1;907068.0;19340;8602865.0;2025-04-21
Norte;2025;19;20;1;907075.0;19341;8602865.0;2025-04-28
Norte;2025;20;28;0;907075.0;19341;8602865.0;2025-05-05
Norte;2025;21;54;0;907075.0;19341;8602865.0;2025-05-12
Norte;2025;22;1464;1;907075.0;19341;8602865.0;2025-05-19
Norte;2025;23;103;2;907162.0;19343;8602865.0;2025-05-26
Norte;2025;24;41;0;907162.0;19343;8602865.0;2025-06-02
Norte;2025;25;133;0;907233.0;19343;8602865.0;2025-06-09
Norte;2025;26;59;0;907233.0;19343;8602865.0;2025-06-16
Norte;2025;27;48;1;907233.0;19343;8602865.0;2025-06-23
Norte;2025;28;246;0;907432.0;19343;8602865.0;2025-06-30
Norte;2025;29;35;2;907432.0;19343;8602865.0;2025-07-07
Norte;2025;30;156;-3;907475.0;19343;8602865.0;2025-07-14
Norte;2025;31;276;3;907516.0;19343;8602865.0;2025-07-21
Norte;2025;32;555;0;907516.0;19343;8602865.0;2025-07-28
Norte;2025;33;837;0;907516.0;19343;8602865.0;2025-08-04
Norte;2025;34;736;1;907516.0;19343;8602865.0;2025-08-11
Norte;2025;35;1180;0;907516.0;19343;8602865.0;2025-08-18
Norte;2025;36;0;0;907516.0;19343;8602865.0;2025-08-25
Sudeste;2020;9;2;0;2.0;0;45919049.0;2020-02-24
Sudeste;2020;10;14;0;13.0;0;45919049.0;2020-02-24
Sudeste;2020;11;74;0;65.0;0;45919049.0;2020-03-02
Sudeste;2020;12;552;18;459.0;15;45919049.0;2020-03-09
Sudeste;2020;13;1631;80;1406.0;84;45919049.0;2020-03-16
Sudeste;2020;14;4105;231;4466.0;260;45919049.0;2020-03-23
Sudeste;2020;15;5843;412;8419.0;560;45919049.0;2020-03-30
Sudeste;2020;16;8321;704;13894.0;991;45919049.0;2020-04-06
Sudeste;2020;17;9445;942;20004.0;1667;45919049.0;2020-04-13
Sudeste;2020;18;16730;1361;31174.0;2586;45919049.0;2020-04-20
Sudeste;2020;19;22399;1804;44411.0;3608;45919049.0;2020-04-27
Sudeste;2020;20;25101;2172;61183.0;4688;45919049.0;2020-05-04
Sudeste;2020;21;37573;2863;80558.0;6045;45919049.0;2020-05-11
Sudeste;2020;22;51381;3076;107142.0;7532;45919049.0;2020-05-18
Sudeste;2020;23;56446;3222;140549.0;9058;45919049.0;2020-05-25
Sudeste;2020;24;59470;2781;172875.0;10581;45919049.0;2020-06-01
Sudeste;2020;25;74676;3606;215793.0;12494;45919049.0;2020-06-08
Sudeste;2020;26;84018;3195;265581.0;14263;45919049.0;2020-06-15
Sudeste;2020;27;85054;3143;312530.0;15996;45919049.0;2020-06-22
Sudeste;2020;28;90907;3059;366890.0;17702;45919049.0;2020-06-29
Sudeste;2020;29;75716;3096;412027.0;19647;45919049.0;2020-07-06
Sudeste;2020;30;114307;3389;479481.0;21517;45919049.0;2020-07-13
Sudeste;2020;31;110975;3107;552318.0;23236;45919049.0;2020-07-20
Sudeste;2020;32;108880;3046;621731.0;25016;45919049.0;2020-07-27
Sudeste;2020;33;116372;2963;697530.0;26780;45919049.0;2020-08-03
Sudeste;2020;34;98567;3200;749244.0;28392;45919049.0;2020-08-10
Sudeste;2020;35;90245;2956;801422.0;29944;45919049.0;2020-08-17
Sudeste;2020;36;85977;2434;853085.0;31313;45919049.0;2020-08-24
Sudeste;2020;37;69169;2304;890690.0;32567;45919049.0;2020-08-31
Sudeste;2020;38;73691;2540;931673.0;33927;45919049.0;2020-09-07
Sudeste;2020;39;71284;2359;970888.0;35063;45919049.0;2020-09-14
Sudeste;2020;40;68758;2052;1003429.0;36136;45919049.0;2020-09-21
Sudeste;2020;41;63635;2195;1034816.0;37223;45919049.0;2020-09-28
Sudeste;2020;42;52478;1614;1062634.0;37992;45919049.0;2020-10-05
Sudeste;2020;43;54789;1594;1089255.0;38726;45919049.0;2020-10-12
Sudeste;2020;44;56133;1376;1116127.0;39311;45919049.0;2020-10-19
Sudeste;2020;45;30353;968;1125936.0;39717;45919049.0;2020-10-26
Sudeste;2020;46;73498;1593;1167422.0;40549;45919049.0;2020-11-02
Sudeste;2020;47;71664;1740;1205435.0;41256;45919049.0;2020-11-09
Sudeste;2020;48;74750;1735;1238094.0;42048;45919049.0;2020-11-16
Sudeste;2020;49;102009;1939;1285087.0;42969;45919049.0;2020-11-23
Sudeste;2020;50;106996;2161;1333763.0;43971;45919049.0;2020-11-30
Sudeste;2020;51;110187;2438;1384100.0;45029;45919049.0;2020-12-07
Sudeste;2020;52;95015;1910;1423340.0;45808;45919049.0;2020-12-14
Sudeste;2020;53;84138;2008;1462297.0;46717;45919049.0;2020-12-21
Sudeste;2021;1;147504;3360;1540513.0;48298;45919049.0;2020-12-28
Sudeste;2021;2;161845;3598;1619619.0;49885;45919049.0;2021-01-04
Sudeste;2021;3;154620;3564;1694355.0;51423;45919049.0;2021-01-11
Sudeste;2021;4;150809;3495;1773024.0;52954;45919049.0;2021-01-18
Sudeste;2021;5;135338;3428;1845086.0;54545;45919049.0;2021-01-25
Sudeste;2021;6;128340;3561;1911411.0;56191;45919049.0;2021-02-01
Sudeste;2021;7;116783;3311;1971423.0;57743;45919049.0;2021-02-08
Sudeste;2021;8;123488;3535;2037267.0;59428;45919049.0;2021-02-15
Sudeste;2021;9;130704;3742;2107687.0;61417;45919049.0;2021-02-22
Sudeste;2021;10;158790;4474;2195130.0;63965;45919049.0;2021-03-01
Sudeste;2021;11;189818;5635;2298061.0;67414;45919049.0;2021-03-08
Sudeste;2021;12;216274;7304;2410498.0;71747;45919049.0;2021-03-15
Sudeste;2021;13;203616;9175;2520204.0;76750;45919049.0;2021-03-22
Sudeste;2021;14;218737;9927;2635378.0;82407;45919049.0;2021-03-29
Sudeste;2021;15;191310;10347;2739823.0;88097;45919049.0;2021-04-05
Sudeste;2021;16;169043;8759;2827833.0;92548;45919049.0;2021-04-12
Sudeste;2021;17;170755;8628;2918044.0;96941;45919049.0;2021-04-19
Sudeste;2021;18;172715;7517;2997282.0;100649;45919049.0;2021-04-26
Sudeste;2021;19;177808;6785;3085290.0;103995;45919049.0;2021-05-03
Sudeste;2021;20;183166;6906;3180595.0;107497;45919049.0;2021-05-10
Sudeste;2021;21;157020;6358;3254893.0;111123;45919049.0;2021-05-17
Sudeste;2021;22;186215;5483;3355201.0;114192;45919049.0;2021-05-24
Sudeste;2021;23;187106;6707;3449577.0;117887;45919049.0;2021-05-31
Sudeste;2021;24;213785;6914;3573210.0;121960;45919049.0;2021-06-07
Sudeste;2021;25;191347;6491;3688128.0;125916;45919049.0;2021-06-14
Sudeste;2021;26;153405;5693;3779408.0;129453;45919049.0;2021-06-21
Sudeste;2021;27;142558;4532;3860960.0;132065;45919049.0;2021-06-28
Sudeste;2021;28;120752;4034;3919754.0;134320;45919049.0;2021-07-05
Sudeste;2021;29;130564;4634;3997084.0;137211;45919049.0;2021-07-12
Sudeste;2021;30;116301;3566;4057868.0;138996;45919049.0;2021-07-19
Sudeste;2021;31;115812;3221;4113741.0;140677;45919049.0;2021-07-26
Sudeste;2021;32;100755;3257;4164587.0;142528;45919049.0;2021-08-02
Sudeste;2021;33;95799;3016;4209421.0;144185;45919049.0;2021-08-09
Sudeste;2021;34;85897;2735;4250474.0;145499;45919049.0;2021-08-16
Sudeste;2021;35;71083;2476;4288443.0;146526;45919049.0;2021-08-23
Sudeste;2021;36;56149;1722;4299629.0;147198;45919049.0;2021-08-30
Sudeste;2021;37;178823;2371;4350223.0;148079;45919049.0;2021-09-06
Sudeste;2021;38;48498;2167;4360548.0;149078;45919049.0;2021-09-13
Sudeste;2021;39;39728;2180;4369061.0;150050;45919049.0;2021-09-20
Sudeste;2021;40;42073;1838;4382863.0;150728;45919049.0;2021-09-27
Sudeste;2021;41;26066;1073;4389479.0;151107;45919049.0;2021-10-04
Sudeste;2021;42;31142;1070;4396904.0;151471;45919049.0;2021-10-11
Sudeste;2021;43;27142;1114;4405527.0;151975;45919049.0;2021-10-18
Sudeste;2021;44;21181;950;4412182.0;152516;45919049.0;2021-10-25
Sudeste;2021;45;25469;1010;4421955.0;153058;45919049.0;2021-11-01
Sudeste;2021;46;20240;674;4430190.0;153460;45919049.0;2021-11-08
Sudeste;2021;47;20136;883;4437386.0;153993;45919049.0;2021-11-15
Sudeste;2021;48;18738;709;4443589.0;154348;45919049.0;2021-11-22
Sudeste;2021;49;14493;641;4449552.0;154691;45919049.0;2021-11-29
Sudeste;2021;50;4567;527;4450144.0;155001;45919049.0;2021-12-06
Sudeste;2021;51;4890;260;4450315.0;155096;45919049.0;2021-12-13
Sudeste;2021;52;14706;239;4456108.0;155205;45919049.0;2021-12-20
Sudeste;2021;53;15012;324;1467953.0;46808;45919049.0;2020-12-28
Sudeste;2022;1;82384;305;4471113.0;155370;45919049.0;2021-12-27
Sudeste;2022;2;202485;490;4498145.0;155707;45919049.0;2022-01-03
Sudeste;2022;3;411858;873;4545225.0;156310;45919049.0;2022-01-10
Sudeste;2022;4;533420;2029;4638360.0;157817;45919049.0;2022-01-17
Sudeste;2022;5;482522;2785;4740153.0;159536;45919049.0;2022-01-24
Sudeste;2022;6;361680;3317;4837857.0;161441;45919049.0;2022-01-31
Sudeste;2022;7;261135;2958;4929347.0;163134;45919049.0;2022-02-07
Sudeste;2022;8;223808;2539;5010949.0;164516;45919049.0;2022-02-14
Sudeste;2022;9;106225;1335;5057594.0;165275;45919049.0;2022-02-21
Sudeste;2022;10;130639;1545;5123695.0;166086;45919049.0;2022-02-28
Sudeste;2022;11;109279;1130;5177066.0;166651;45919049.0;2022-03-07
Sudeste;2022;12;95451;873;5228413.0;167107;45919049.0;2022-03-14
Sudeste;2022;13;71840;737;5271171.0;167483;45919049.0;2022-03-21
Sudeste;2022;14;69027;581;5306969.0;167706;45919049.0;2022-03-28
Sudeste;2022;15;46950;333;5337459.0;167847;45919049.0;2022-04-04
Sudeste;2022;16;44272;349;5362856.0;168000;45919049.0;2022-04-11
Sudeste;2022;17;40679;535;5389345.0;168223;45919049.0;2022-04-18
Sudeste;2022;18;47566;307;5422332.0;168339;45919049.0;2022-04-25
Sudeste;2022;19;47914;452;5447605.0;168669;45919049.0;2022-05-02
Sudeste;2022;20;33100;342;5459629.0;168864;45919049.0;2022-05-09
Sudeste;2022;21;77292;513;5499768.0;169213;45919049.0;2022-05-16
Sudeste;2022;22;88245;282;5527726.0;169415;45919049.0;2022-05-23
Sudeste;2022;23;149691;617;5591276.0;169836;45919049.0;2022-05-30
Sudeste;2022;24;112847;540;5631464.0;170152;45919049.0;2022-06-06
Sudeste;2022;25;179941;738;5682235.0;170600;45919049.0;2022-06-13
Sudeste;2022;26;185285;755;5738245.0;171055;45919049.0;2022-06-20
Sudeste;2022;27;172397;873;5794001.0;171562;45919049.0;2022-06-27
Sudeste;2022;28;147184;889;5841003.0;172047;45919049.0;2022-07-04
Sudeste;2022;29;116064;856;5880733.0;172536;45919049.0;2022-07-11
Sudeste;2022;30;88692;796;5917268.0;172935;45919049.0;2022-07-18
Sudeste;2022;31;68246;794;5948320.0;173316;45919049.0;2022-07-25
Sudeste;2022;32;59955;712;5973090.0;173638;45919049.0;2022-08-01
Sudeste;2022;33;40906;529;5997822.0;173918;45919049.0;2022-08-08
Sudeste;2022;34;36354;373;6020485.0;174068;45919049.0;2022-08-15
Sudeste;2022;35;37035;446;6039943.0;174271;45919049.0;2022-08-22
Sudeste;2022;36;23251;220;6055094.0;174344;45919049.0;2022-08-29
Sudeste;2022;37;22399;240;6068932.0;174461;45919049.0;2022-09-05
Sudeste;2022;38;20334;237;6084326.0;174593;45919049.0;2022-09-12
Sudeste;2022;39;23373;247;6099193.0;174795;45919049.0;2022-09-19
Sudeste;2022;40;20875;412;6112706.0;175114;45919049.0;2022-09-26
Sudeste;2022;41;13073;174;6120384.0;175252;45919049.0;2022-10-03
Sudeste;2022;42;10864;193;6126367.0;175371;45919049.0;2022-10-10
Sudeste;2022;43;22032;235;6142723.0;175541;45919049.0;2022-10-17
Sudeste;2022;44;12040;143;6149046.0;175640;45919049.0;2022-10-24
Sudeste;2022;45;32828;224;6160930.0;175825;45919049.0;2022-10-31
Sudeste;2022;46;50409;166;6170605.0;175941;45919049.0;2022-11-07
Sudeste;2022;47;72210;343;6185851.0;176133;45919049.0;2022-11-14
Sudeste;2022;48;83821;379;6197738.0;176356;45919049.0;2022-11-21
Sudeste;2022;49;80599;335;6221071.0;176563;45919049.0;2022-11-28
Sudeste;2022;50;121294;589;6255162.0;176876;45919049.0;2022-12-05
Sudeste;2022;51;80890;436;6289137.0;177172;45919049.0;2022-12-12
Sudeste;2022;52;96469;640;6315333.0;177411;45919049.0;2021-12-27
Sudeste;2023;1;57087;467;6763310.0;182254;45919049.0;2022-12-26
Sudeste;2023;2;49311;230;6367148.0;177740;45919049.0;2023-01-02
Sudeste;2023;3;34935;591;6389460.0;178178;45919049.0;2023-01-09
Sudeste;2023;4;31459;304;6403854.0;178348;45919049.0;2023-01-16
Sudeste;2023;5;44925;389;6419637.0;178608;45919049.0;2023-01-23
Sudeste;2023;6;37850;150;6431045.0;178738;45919049.0;2023-01-30
Sudeste;2023;7;28667;278;6444454.0;178840;45919049.0;2023-02-06
Sudeste;2023;8;10824;65;6452475.0;178915;45919049.0;2023-02-13
Sudeste;2023;9;30634;203;6469442.0;179039;45919049.0;2023-02-20
Sudeste;2023;10;33601;240;6489494.0;179176;45919049.0;2023-02-27
Sudeste;2023;11;26424;212;6506733.0;179297;45919049.0;2023-03-06
Sudeste;2023;12;25576;156;6521546.0;179388;45919049.0;2023-03-13
Sudeste;2023;13;33132;196;6542929.0;179552;45919049.0;2023-03-20
Sudeste;2023;14;11693;114;6550058.0;179632;45919049.0;2023-03-27
Sudeste;2023;15;20425;238;6562222.0;179770;45919049.0;2023-04-03
Sudeste;2023;16;18773;97;6574420.0;179853;45919049.0;2023-04-10
Sudeste;2023;17;11282;76;6581458.0;179916;45919049.0;2023-04-17
Sudeste;2023;18;15876;158;6592025.0;180010;45919049.0;2023-04-24
Sudeste;2023;19;17385;146;6603623.0;180114;45919049.0;2023-05-01
Sudeste;2023;20;9785;118;6609385.0;180199;45919049.0;2023-05-08
Sudeste;2023;21;7458;115;6614068.0;180267;45919049.0;2023-05-15
Sudeste;2023;22;6835;99;6619932.0;180343;45919049.0;2023-05-22
Sudeste;2023;23;5247;89;6623020.0;180411;45919049.0;2023-05-29
Sudeste;2023;24;6543;104;6625989.0;180484;45919049.0;2023-06-05
Sudeste;2023;25;4580;149;6629875.0;180612;45919049.0;2023-06-12
Sudeste;2023;26;5214;108;6632790.0;180711;45919049.0;2023-06-19
Sudeste;2023;27;4474;74;6635759.0;180773;45919049.0;2023-06-26
Sudeste;2023;28;4990;62;6638733.0;180819;45919049.0;2023-07-03
Sudeste;2023;29;5164;87;6642439.0;180887;45919049.0;2023-07-10
Sudeste;2023;30;4509;62;6645970.0;180939;45919049.0;2023-07-17
Sudeste;2023;31;5557;53;6650301.0;180978;45919049.0;2023-07-24
Sudeste;2023;32;7412;71;6656137.0;181046;45919049.0;2023-07-31
Sudeste;2023;33;4686;26;6659063.0;181069;45919049.0;2023-08-07
Sudeste;2023;34;5787;29;6662825.0;181094;45919049.0;2023-08-14
Sudeste;2023;35;6477;29;6666218.0;181119;45919049.0;2023-08-21
Sudeste;2023;36;2475;48;6666218.0;181119;45919049.0;2023-08-28
Sudeste;2023;37;-21423;109;6674151.0;181192;45919049.0;2023-09-04
Sudeste;2023;38;12302;72;6679299.0;181233;45919049.0;2023-09-11
Sudeste;2023;39;19132;92;6684894.0;181294;45919049.0;2023-09-18
Sudeste;2023;40;15679;131;6689613.0;181354;45919049.0;2023-09-25
Sudeste;2023;41;12243;62;6693617.0;181402;45919049.0;2023-10-02
Sudeste;2023;42;20870;146;6702782.0;181504;45919049.0;2023-10-09
Sudeste;2023;43;27801;165;6712453.0;181584;45919049.0;2023-10-16
Sudeste;2023;44;16621;102;6718864.0;181655;45919049.0;2023-10-23
Sudeste;2023;45;25156;205;6729388.0;181776;45919049.0;2023-10-30
Sudeste;2023;46;12439;102;6734340.0;181853;45919049.0;2023-11-06
Sudeste;2023;47;16308;236;6741365.0;181976;45919049.0;2023-11-13
Sudeste;2023;48;15754;150;6747669.0;182070;45919049.0;2023-11-20
Sudeste;2023;49;10684;131;6752951.0;182144;45919049.0;2023-11-27
Sudeste;2023;50;8761;62;6756515.0;182188;45919049.0;2023-12-04
Sudeste;2023;51;3488;37;6756515.0;182188;45919049.0;2023-12-11
Sudeste;2023;52;9157;72;6763310.0;182254;45919049.0;2023-12-18
Sudeste;2024;1;3601;17;6917079.0;184290;45919049.0;2024-01-01
Sudeste;2024;2;10259;144;6768120.0;182316;45919049.0;2024-01-01
Sudeste;2024;3;6252;62;6770951.0;182352;45919049.0;2024-01-08
Sudeste;2024;4;10194;92;6774925.0;182424;45919049.0;2024-01-15
Sudeste;2024;5;10557;88;6780351.0;182465;45919049.0;2024-01-22
Sudeste;2024;6;10019;70;6785527.0;182528;45919049.0;2024-01-29
Sudeste;2024;7;22898;67;6788621.0;182552;45919049.0;2024-02-05
Sudeste;2024;8;34833;142;6800203.0;182645;45919049.0;2024-02-12
Sudeste;2024;9;33400;163;6813128.0;182733;45919049.0;2024-02-19
Sudeste;2024;10;24881;198;6824095.0;182836;45919049.0;2024-02-26
Sudeste;2024;11;20942;159;6834369.0;182938;45919049.0;2024-03-04
Sudeste;2024;12;19575;171;6841360.0;183036;45919049.0;2024-03-11
Sudeste;2024;13;7623;88;6845212.0;183071;45919049.0;2024-03-18
Sudeste;2024;14;3662;51;6845212.0;183071;45919049.0;2024-03-25
Sudeste;2024;15;11391;108;6853127.0;183172;45919049.0;2024-04-01
Sudeste;2024;16;2183;106;6854895.0;183252;45919049.0;2024-04-08
Sudeste;2024;17;4090;122;6856548.0;183322;45919049.0;2024-04-15
Sudeste;2024;18;1819;49;6857273.0;183344;45919049.0;2024-04-22
Sudeste;2024;19;4544;26;6858002.0;183344;45919049.0;2024-04-29
Sudeste;2024;20;1203;94;6858844.0;183428;45919049.0;2024-05-06
Sudeste;2024;21;5771;66;6860351.0;183473;45919049.0;2024-05-13
Sudeste;2024;22;2365;37;6860627.0;183490;45919049.0;2024-05-20
Sudeste;2024;23;1553;14;6860909.0;183503;45919049.0;2024-05-27
Sudeste;2024;24;42;0;6860909.0;183503;45919049.0;2024-06-03
Sudeste;2024;25;194;88;6862680.0;183602;45919049.0;2024-06-10
Sudeste;2024;26;2824;15;6862680.0;183602;45919049.0;2024-06-17
Sudeste;2024;27;815;6;6862680.0;183602;45919049.0;2024-06-24
Sudeste;2024;28;207;8;6862680.0;183602;45919049.0;2024-07-01
Sudeste;2024;29;3608;143;6864288.0;183625;45919049.0;2024-07-08
Sudeste;2024;30;1756;33;6865925.0;183657;45919049.0;2024-07-15
Sudeste;2024;31;2206;0;6867839.0;183657;45919049.0;2024-07-22
Sudeste;2024;32;3924;77;6870482.0;183716;45919049.0;2024-07-29
Sudeste;2024;33;1067;24;6870482.0;183716;45919049.0;2024-08-05
Sudeste;2024;34;9929;56;6878809.0;183771;45919049.0;2024-08-12
Sudeste;2024;35;4859;75;6880414.0;183849;45919049.0;2024-08-19
Sudeste;2024;36;7735;12;6883552.0;183849;45919049.0;2024-08-26
Sudeste;2024;37;3124;18;6883552.0;183849;45919049.0;2024-09-02
Sudeste;2024;38;12343;193;6892563.0;184024;45919049.0;2024-09-09
Sudeste;2024;39;7757;62;6896661.0;184063;45919049.0;2024-09-16
Sudeste;2024;40;2842;6;6896661.0;184063;45919049.0;2024-09-23
Sudeste;2024;41;9773;134;6903487.0;184150;45919049.0;2024-09-30
Sudeste;2024;42;3011;48;6905343.0;184185;45919049.0;2024-10-07
Sudeste;2024;43;3792;55;6905343.0;184185;45919049.0;2024-10-14
Sudeste;2024;44;5563;81;6907741.0;184235;45919049.0;2024-10-21
Sudeste;2024;45;5662;23;6909660.0;184244;45919049.0;2024-10-28
Sudeste;2024;46;3270;5;6909660.0;184244;45919049.0;2024-11-04
Sudeste;2024;47;5160;26;6909660.0;184244;45919049.0;2024-11-11
Sudeste;2024;48;5168;38;6909660.0;184244;45919049.0;2024-11-18
Sudeste;2024;49;7159;5;6914387.0;184244;45919049.0;2024-11-25
Sudeste;2024;50;10039;69;6915379.0;184248;45919049.0;2024-12-02
Sudeste;2024;51;2167;25;6915379.0;184248;45919049.0;2024-12-09
Sudeste;2024;52;2553;49;6917079.0;184290;45919049.0;2024-12-16
Sudeste;2025;1;599;11;6917079.0;184290;45919049.0;2024-12-30
Sudeste;2025;2;1402;7;6917079.0;184290;45919049.0;2024-12-30
Sudeste;2025;3;12237;167;6921817.0;184389;45919049.0;2025-01-06
Sudeste;2025;4;3152;44;6921817.0;184389;45919049.0;2025-01-13
Sudeste;2025;5;5800;56;6925285.0;184432;45919049.0;2025-01-20
Sudeste;2025;6;1455;17;6925879.0;184442;45919049.0;2025-01-27
Sudeste;2025;7;3264;45;6925879.0;184442;45919049.0;2025-02-03
Sudeste;2025;8;10153;125;6934753.0;184552;45919049.0;2025-02-10
Sudeste;2025;9;635;5;6934753.0;184552;45919049.0;2025-02-17
Sudeste;2025;10;9057;121;6939297.0;184646;45919049.0;2025-02-24
Sudeste;2025;11;5137;82;6942456.0;184718;45919049.0;2025-03-03
Sudeste;2025;12;1354;11;6942456.0;184718;45919049.0;2025-03-10
Sudeste;2025;13;996;2;6942456.0;184718;45919049.0;2025-03-17
Sudeste;2025;14;6135;129;6947709.0;184835;45919049.0;2025-03-24
Sudeste;2025;15;1035;5;6947709.0;184835;45919049.0;2025-03-31
Sudeste;2025;16;2108;163;6949490.0;184991;45919049.0;2025-04-07
Sudeste;2025;17;552;7;6949490.0;184991;45919049.0;2025-04-14
Sudeste;2025;18;1856;50;6951002.0;185032;45919049.0;2025-04-21
Sudeste;2025;19;10361;2;6951002.0;185032;45919049.0;2025-04-28
Sudeste;2025;20;1798;27;6951844.0;185048;45919049.0;2025-05-05
Sudeste;2025;21;1386;15;6952504.0;185051;45919049.0;2025-05-12
Sudeste;2025;22;613;17;6952786.0;185063;45919049.0;2025-05-19
Sudeste;2025;23;998;4;6952786.0;185063;45919049.0;2025-05-26
Sudeste;2025;24;1754;24;6953761.0;185085;45919049.0;2025-06-02
Sudeste;2025;25;401;11;6953761.0;185085;45919049.0;2025-06-09
Sudeste;2025;26;943;28;6954087.0;185103;45919049.0;2025-06-16
Sudeste;2025;27;337;1;6954087.0;185103;45919049.0;2025-06-23
Sudeste;2025;28;1857;85;6954835.0;185174;45919049.0;2025-06-30
Sudeste;2025;29;833;13;6954835.0;185174;45919049.0;2025-07-07
Sudeste;2025;30;2927;28;6956699.0;185196;45919049.0;2025-07-14
Sudeste;2025;31;1444;31;6956972.0;185212;45919049.0;2025-07-21
Sudeste;2025;32;1102;1;6956972.0;185212;45919049.0;2025-07-28
Sudeste;2025;33;3043;14;6958344.0;185212;45919049.0;2025-08-04
Sudeste;2025;34;2040;11;6958344.0;185212;45919049.0;2025-08-11
Sudeste;2025;35;4338;13;6960637.0;185212;45919049.0;2025-08-18
Sudeste;2025;36;0;0;6960637.0;185212;45919049.0;2025-08-25
Sul;2020;9;0;0;0.0;0;11433957.0;2020-02-24
Sul;2020;10;0;0;0.0;0;11433957.0;2020-02-24
Sul;2020;11;16;0;6.0;0;11433957.0;2020-03-02
Sul;2020;12;138;0;60.0;0;11433957.0;2020-03-09
Sul;2020;13;372;5;197.0;2;11433957.0;2020-03-16
Sul;2020;14;622;12;410.0;6;11433957.0;2020-03-23
Sul;2020;15;911;45;732.0;26;11433957.0;2020-03-30
Sul;2020;16;693;39;962.0;46;11433957.0;2020-04-06
Sul;2020;17;710;44;1209.0;69;11433957.0;2020-04-13
Sul;2020;18;2035;59;2346.0;90;11433957.0;2020-04-20
Sul;2020;19;2176;62;3372.0;107;11433957.0;2020-04-27
Sul;2020;20;2976;70;4678.0;132;11433957.0;2020-05-04
Sul;2020;21;5613;94;6607.0;176;11433957.0;2020-05-11
Sul;2020;22;6278;105;9242.0;218;11433957.0;2020-05-18
Sul;2020;23;7541;146;12482.0;283;11433957.0;2020-05-25
Sul;2020;24;7274;168;14627.0;344;11433957.0;2020-06-01
Sul;2020;25;12811;247;19138.0;430;11433957.0;2020-06-08
Sul;2020;26;19110;350;25000.0;575;11433957.0;2020-06-15
Sul;2020;27;25716;429;31931.0;763;11433957.0;2020-06-22
Sul;2020;28;27677;586;42026.0;1016;11433957.0;2020-06-29
Sul;2020;29;31649;757;53553.0;1308;11433957.0;2020-07-06
Sul;2020;30;39553;890;67333.0;1653;11433957.0;2020-07-13
Sul;2020;31;44111;990;86922.0;1975;11433957.0;2020-07-20
Sul;2020;32;42916;963;104749.0;2346;11433957.0;2020-07-27
Sul;2020;33;44911;1047;120001.0;2665;11433957.0;2020-08-03
Sul;2020;34;37262;961;132008.0;3046;11433957.0;2020-08-10
Sul;2020;35;42902;807;146404.0;3385;11433957.0;2020-08-17
Sul;2020;36;75229;813;188361.0;3714;11433957.0;2020-08-24
Sul;2020;37;33179;706;197064.0;4039;11433957.0;2020-08-31
Sul;2020;38;37064;747;205250.0;4371;11433957.0;2020-09-07
Sul;2020;39;28608;596;212091.0;4615;11433957.0;2020-09-14
Sul;2020;40;33724;620;218633.0;4898;11433957.0;2020-09-21
Sul;2020;41;26410;487;226614.0;5135;11433957.0;2020-09-28
Sul;2020;42;24730;432;234765.0;5342;11433957.0;2020-10-05
Sul;2020;43;29898;469;244978.0;5581;11433957.0;2020-10-12
Sul;2020;44;34369;433;258940.0;5797;11433957.0;2020-10-19
Sul;2020;45;34433;426;273652.0;5990;11433957.0;2020-10-26
Sul;2020;46;55916;661;293802.0;6215;11433957.0;2020-11-02
Sul;2020;47;65798;578;323390.0;6487;11433957.0;2020-11-09
Sul;2020;48;76816;787;355950.0;6768;11433957.0;2020-11-16
Sul;2020;49;90238;993;393602.0;7166;11433957.0;2020-11-23
Sul;2020;50;85863;1107;426095.0;7578;11433957.0;2020-11-30
Sul;2020;51;111575;1340;457335.0;8072;11433957.0;2020-12-07
Sul;2020;52;72363;1105;478242.0;8452;11433957.0;2020-12-14
Sul;2020;53;49931;985;492583.0;8872;11433957.0;2020-12-21
Sul;2021;1;101184;1547;518805.0;9413;11433957.0;2020-12-28
Sul;2021;2;78288;1054;540342.0;9876;11433957.0;2021-01-04
Sul;2021;3;61269;928;557774.0;10299;11433957.0;2021-01-11
Sul;2021;4;62971;1257;575616.0;10663;11433957.0;2021-01-18
Sul;2021;5;55855;872;593172.0;10984;11433957.0;2021-01-25
Sul;2021;6;57315;931;611299.0;11355;11433957.0;2021-02-01
Sul;2021;7;69353;1007;636445.0;11753;11433957.0;2021-02-08
Sul;2021;8;100486;1492;668811.0;12343;11433957.0;2021-02-15
Sul;2021;9;122064;2326;705760.0;13370;11433957.0;2021-02-22
Sul;2021;10;139822;3393;757791.0;14885;11433957.0;2021-03-01
